Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
35,1227.00,0.001,-6.003,9.7893431236065e+01,2.6507,49.4753,1.9920,16.5690,2.9079,0.0000,5.8800,0.1572,8.9197,0.0000,0.0000,9.4101,2.8603,1.3688,0.4597,0.0000,0.0000,0.0000,0.0000,0.0000,-1.6009701447913e+03,-1.2031190966804e+03,2.6520751132279e+02,3.6931472241724e+01,1.4853261190724e+02,4.1615122e-01,4.0430576e-02,1.3442716e-02,7.5379248e-03,0.0000000e+00,4.7020920e-02,3.8141584e-03,7.9216652e-02,0.0000000e+00,0.0000000e+00,1.0513972e-01,2.2668505e-04,2.1536485e-02,1.9249540e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2244,2.2217686217532e+00,3.1897,-3.6942096118977e+01,-2.8704669618351e+01,5.4910685602274e+00,6.9654126888001e-01,2.8396897361193e+00,-1.6379122409103e+03,-1.2318237662988e+03, 2.7069857988302e+02, 3.7628013510604e+01, 1.5137230164336e+02, 2.5529356466137e-03,-2.1459566320780e-04, 6.7846676144471e-05, 5.7030824427478e-06, 2.5196163288050e-03,-2.1407359598628e-04, 6.8224096573069e-05, 5.7965085871779e-06
36,1226.00,0.001,-6.014,9.7810044996282e+01,2.6506,49.4829,1.9937,16.5832,2.9090,0.0000,5.8774,0.1571,8.8862,0.0000,0.0000,9.4178,2.8627,1.3700,0.4601,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5993263738925e+03,-1.2022352347914e+03,2.6487752333062e+02,3.6900985158237e+01,1.4838111856083e+02,4.1620128e-01,4.0481316e-02,1.3428975e-02,7.5566174e-03,0.0000000e+00,4.7065358e-02,3.8143985e-03,7.8870897e-02,0.0000000e+00,0.0000000e+00,1.0526780e-01,2.2579066e-04,2.1515729e-02,1.9366296e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2319,2.3050203584275e+00,3.1902,-3.8313113548129e+01,-2.9775937924522e+01,5.6946773995982e+00,7.2252794172252e-01,2.9454986427139e+00,-1.6376394874406e+03,-1.2320111727159e+03, 2.7057220073022e+02, 3.7623513099960e+01, 1.5132661720354e+02, 2.5511483314698e-03,-2.1455684286227e-04, 6.7807286488419e-05, 5.7027328174331e-06, 2.5165975284175e-03,-2.1401528381411e-04, 6.8198654253427e-05, 5.7997173489104e-06
37,1225.00,0.001,-6.025,9.7726931303610e+01,2.6505,49.4905,1.9954,16.5973,2.9101,0.0000,5.8748,0.1569,8.8528,0.0000,0.0000,9.4255,2.8651,1.3712,0.4605,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5976882299344e+03,-1.2013549988084e+03,2.6454843048158e+02,3.6870601118078e+01,1.4823017095236e+02,4.1625066e-01,4.0532069e-02,1.3415199e-02,7.5753147e-03,0.0000000e+00,4.7109472e-02,3.8146136e-03,7.8526516e-02,0.0000000e+00,0.0000000e+00,1.0539565e-01,2.2489904e-04,2.1494985e-02,1.9483690e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2394,2.3879990311864e+00,3.1907,-3.9678622369931e+01,-3.0843349589989e+01,5.8974553815985e+00,7.4842068068431e-01,3.0509146280982e+00,-1.6373668523043e+03,-1.2321983483984e+03, 2.7044588586317e+02, 3.7619021798762e+01, 1.5128108558046e+02, 2.5493660107834e-03,-2.1451830006682e-04, 6.7768003762057e-05, 5.7023891055530e-06, 2.5135890506761e-03,-2.1395731860096e-04, 6.8173259302889e-05, 5.8029246096575e-06
38,1224.00,0.001,-6.036,9.7644088696518e+01,2.6505,49.4980,1.9970,16.6113,2.9112,0.0000,5.8722,0.1568,8.8194,0.0000,0.0000,9.4332,2.8676,1.3723,0.4609,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5960556854935e+03,-1.2004783713702e+03,2.6422022784844e+02,3.6840319589509e+01,1.4807976633230e+02,4.1629936e-01,4.0582837e-02,1.3401390e-02,7.5940165e-03,0.0000000e+00,4.7153259e-02,3.8148035e-03,7.8183505e-02,0.0000000e+00,0.0000000e+00,1.0552328e-01,2.2401017e-04,2.1474252e-02,1.9601726e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2470,2.4707060980641e+00,3.1912,-4.1038649888763e+01,-3.1906923120868e+01,6.0994067180276e+00,7.7421996559166e-01,3.1559396678687e+00,-1.6370943353823e+03,-1.2323852944911e+03, 2.7031963456647e+02, 3.7614539555101e+01, 1.5123570600017e+02, 2.5475886574970e-03,-2.1448003310591e-04, 6.7728827406357e-05, 5.7020512717356e-06, 2.5105908414493e-03,-2.1389969828151e-04, 6.8147911566007e-05, 5.8061303665351e-06
39,1223.00,0.001,-6.047,9.7561515720397e+01,2.6504,49.5056,1.9987,16.6254,2.9122,0.0000,5.8696,0.1567,8.7862,0.0000,0.0000,9.4409,2.8700,1.3735,0.4612,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5944287132898e+03,-1.1996053352021e+03,2.6389291052888e+02,3.6810140043452e+01,1.4792990196473e+02,4.1634737e-01,4.0633619e-02,1.3387546e-02,7.6127229e-03,0.0000000e+00,4.7196719e-02,3.8149683e-03,7.7841858e-02,0.0000000e+00,0.0000000e+00,1.0565069e-01,2.2312406e-04,2.1453531e-02,1.9720407e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2545,2.5531430101358e+00,3.1917,-4.2393223265478e+01,-3.2966676929302e+01,6.3005355988215e+00,7.9992627386458e-01,3.2605757276367e+00,-1.6368219365553e+03,-1.2325720121314e+03, 2.7019344612770e+02, 3.7610066317317e+01, 1.5119047769237e+02, 2.5458162446674e-03,-2.1444204027203e-04, 6.7689756864249e-05, 5.7017192807581e-06, 2.5076028468636e-03,-2.1384242080026e-04, 6.8122610886661e-05, 5.8093346167071e-06
40,1222.00,0.001,-6.057,9.7479210927528e+01,2.6503,49.5131,2.0004,16.6394,2.9133,0.0000,5.8669,0.1566,8.7530,0.0000,0.0000,9.4485,2.8724,1.3747,0.4616,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5928072861863e+03,-1.1987358731155e+03,2.6356647364530e+02,3.6780061953459e+01,1.4778057512733e+02,4.1639470e-01,4.0684417e-02,1.3373668e-02,7.6314336e-03,0.0000000e+00,4.7239851e-02,3.8151081e-03,7.7501570e-02,0.0000000e+00,0.0000000e+00,1.0577788e-01,2.2224070e-04,2.1432822e-02,1.9839738e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2621,2.6353112115889e+00,3.1922,-4.3742369518712e+01,-3.4022629334364e+01,6.5008461922536e+00,8.2554008054004e-01,3.3648247631231e+00,-1.6365496557050e+03,-1.2327585024499e+03, 2.7006731983755e+02, 3.7605602033999e+01, 1.5114539989045e+02, 2.5440487454663e-03,-2.1440431986566e-04, 6.7650791580633e-05, 5.7013930975449e-06, 2.5046250133024e-03,-2.1378548411143e-04, 6.8097357108092e-05, 5.8125373573853e-06
41,1221.00,0.001,-6.068,9.7397172877020e+01,2.6503,49.5207,2.0021,16.6535,2.9143,0.0000,5.8642,0.1565,8.7200,0.0000,0.0000,9.4561,2.8748,1.3758,0.4620,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5911913771877e+03,-1.1978699680080e+03,2.6324091234464e+02,3.6750084795704e+01,1.4763178311123e+02,4.1644136e-01,4.0735229e-02,1.3359756e-02,7.6501486e-03,0.0000000e+00,4.7282653e-02,3.8152227e-03,7.7162638e-02,0.0000000e+00,0.0000000e+00,1.0590485e-01,2.2136008e-04,2.1412125e-02,1.9959721e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2697,2.7172121397343e+00,3.1927,-4.5086115525277e+01,-3.5074798562265e+01,6.7003426449897e+00,8.5106185827729e-01,3.4686887201812e+00,-1.6362774927130e+03,-1.2329447665703e+03, 2.6994125498963e+02, 3.7601146653981e+01, 1.5110047183141e+02, 2.5422861331777e-03,-2.1436687019519e-04, 6.7611931002335e-05, 5.7010726871675e-06, 2.5016572874038e-03,-2.1372888617887e-04, 6.8072150072868e-05, 5.8157385858291e-06
42,1220.00,0.001,-6.079,9.7315400134728e+01,2.6502,49.5283,2.0038,16.6675,2.9154,0.0000,5.8614,0.1563,8.6870,0.0000,0.0000,9.4638,2.8772,1.3770,0.4624,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5895809594392e+03,-1.1970076028613e+03,2.6291622179813e+02,3.6720208048947e+01,1.4748352322087e+02,4.1648734e-01,4.0786058e-02,1.3345811e-02,7.6688678e-03,0.0000000e+00,4.7325125e-02,3.8153122e-03,7.6825057e-02,0.0000000e+00,0.0000000e+00,1.0603159e-01,2.2048220e-04,2.1391440e-02,2.0080360e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2772,2.7988472251168e+00,3.1932,-4.6424488022109e+01,-3.6123202747747e+01,6.8990290823839e+00,8.7649207739332e-01,3.5721695349415e+00,-1.6360054474613e+03,-1.2331308056090e+03, 2.6981525088052e+02, 3.7596700126340e+01, 1.5105569275582e+02, 2.5405283811972e-03,-2.1432968957685e-04, 6.7573174578088e-05, 5.7007580148421e-06, 2.4986996160570e-03,-2.1367262497596e-04, 6.8046989622888e-05, 5.8189382993458e-06
43,1219.00,0.001,-6.090,9.7233891273250e+01,2.6501,49.5358,2.0055,16.6814,2.9164,0.0000,5.8586,0.1562,8.6541,0.0000,0.0000,9.4714,2.8797,1.3781,0.4628,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5879760062256e+03,-1.1961487607418e+03,2.6259239720126e+02,3.6690431194529e+01,1.4733579277399e+02,4.1653265e-01,4.0836902e-02,1.3331833e-02,7.6875910e-03,0.0000000e+00,4.7367265e-02,3.8153766e-03,7.6488821e-02,0.0000000e+00,0.0000000e+00,1.0615811e-01,2.1960705e-04,2.1370767e-02,2.0201659e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2848,2.8802178915236e+00,3.1937,-4.7757513606542e+01,-3.7167859934182e+01,7.0969096085247e+00,9.0183120586642e-01,3.6752691338265e+00,-1.6357335198322e+03,-1.2333166206760e+03, 2.6968930680978e+02, 3.7592262400396e+01, 1.5101106190782e+02, 2.5387754630322e-03,-2.1429277633465e-04, 6.7534521758538e-05, 5.7004490459290e-06, 2.4957519464027e-03,-2.1361669848559e-04, 6.8021875599403e-05, 5.8221364952900e-06
44,1218.00,0.001,-6.101,9.7152644871851e+01,2.6500,49.5434,2.0072,16.6954,2.9174,0.0000,5.8558,0.1561,8.6214,0.0000,0.0000,9.4790,2.8821,1.3793,0.4632,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5863764909709e+03,-1.1952934247995e+03,2.6226943377349e+02,3.6660753716352e+01,1.4718858910146e+02,4.1657729e-01,4.0887764e-02,1.3317821e-02,7.7063182e-03,0.0000000e+00,4.7409073e-02,3.8154158e-03,7.6153927e-02,0.0000000e+00,0.0000000e+00,1.0628441e-01,2.1873463e-04,2.1350105e-02,2.0323623e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.2924,2.9613255560317e+00,3.1943,-4.9085218737376e+01,-3.8208788074318e+01,7.2939883063796e+00,9.2707970935370e-01,3.7779894336232e+00,-1.6354617097082e+03,-1.2335022128739e+03, 2.6956342207987e+02, 3.7587833425706e+01, 1.5096657853508e+02, 2.5370273522996e-03,-2.1425612880032e-04, 6.7495971996210e-05, 5.7001457459316e-06, 2.4928142258301e-03,-2.1356110470004e-04, 6.7996807842993e-05, 5.8253331710630e-06
45,1217.00,0.001,-6.112,9.7071659516413e+01,2.6500,49.5509,2.0088,16.7093,2.9184,0.0000,5.8529,0.1560,8.5887,0.0000,0.0000,9.4866,2.8845,1.3804,0.4636,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5847823872363e+03,-1.1944415782677e+03,2.6194732675814e+02,3.6631175100854e+01,1.4704190954722e+02,4.1662126e-01,4.0938642e-02,1.3303777e-02,7.7250492e-03,0.0000000e+00,4.7450547e-02,3.8154299e-03,7.5820369e-02,0.0000000e+00,0.0000000e+00,1.0641050e-01,2.1786494e-04,2.1329456e-02,2.0446253e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3000,3.0421716290773e+00,3.1948,-5.0407629736040e+01,-3.9246005031053e+01,7.4902692379874e+00,9.5223805121255e-01,3.8803323415703e+00,-1.6351900169724e+03,-1.2336875832987e+03, 2.6943759599613e+02, 3.7583413152066e+01, 1.5092224188879e+02, 2.5352840227256e-03,-2.1421974531325e-04, 6.7457524745494e-05, 5.6998480804948e-06, 2.4898864019746e-03,-2.1350584162088e-04, 6.7971786193574e-05, 5.8285283241133e-06
46,1216.00,0.001,-6.123,9.6990933799339e+01,2.6499,49.5584,2.0105,16.7232,2.9194,0.0000,5.8500,0.1558,8.5561,0.0000,0.0000,9.4941,2.8869,1.3816,0.4640,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5831936687192e+03,-1.1935932044610e+03,2.6162607142206e+02,3.6601694836974e+01,1.4689575146808e+02,4.1666456e-01,4.0989538e-02,1.3289700e-02,7.7437839e-03,0.0000000e+00,4.7491686e-02,3.8154189e-03,7.5488143e-02,0.0000000e+00,0.0000000e+00,1.0653636e-01,2.1699796e-04,2.1308818e-02,2.0569555e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.3076,3.1227575145661e+00,3.1953,-5.1724772788567e+01,-4.0279528578863e+01,7.6857564447536e+00,9.7730669253625e-01,3.9822997555048e+00,-1.6349184415077e+03,-1.2338727330399e+03, 2.6931182786681e+02, 3.7579001529510e+01, 1.5087805122358e+02, 2.5335454481439e-03,-2.1418362422034e-04, 6.7419179462614e-05, 5.6995560154026e-06, 2.4869684227151e-03,-2.1345090725891e-04, 6.7946810490394e-05, 5.8317219519378e-06
