Index,T (C),P (kbars),log(10) f O2,liq mass (gm),liq rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,liq G (kJ),liq H (kJ),liq S (J/K),liq V (cc),liq Cp (J/K),activity SiO2,activity TiO2,activity Al2O3,activity Fe2O3,activity MgCr2O4,activity Fe2SiO4,activity MnSi0.5O2,activity Mg2SiO4,activity NiSi0.5O2,activity CoSi0.5O2,activity CaSiO3,activity Na2SiO3,activity KAlSiO4,activity Ca3(PO4)2,activity CO2,activity SO3,activity Cl2O-1,activity F2O-1,activity H2O,liq vis (log 10 poise),sol mass (gm),sol rho (gm/cc),sol G (kJ),sol H (kJ),sol S (J/K),sol V (cc),sol Cp (J/K),sys G (kJ),sys H (kJ),sys S (J/K),sys V (cc),sys Cp (J/K),sys dVdT (cc/K),sys dVdP (cc/bar),sys alpha (1/K),sys beta (1/bar),liq dVdT (cc/K),liq dVdP (cc/bar),liq alpha (1/K),liq beta (1/bar)
117,1160.00,0.001,-6.765,7.0637486400554e+01,2.6188,52.1421,2.4696,15.5322,2.8323,0.0000,5.1134,0.1689,6.4739,0.0000,0.0000,9.5732,3.2001,1.8574,0.6371,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1434699091784e+03,-8.7628590430520e+02,1.8643129112320e+02,2.6972997523924e+01,1.0257261118006e+02,4.4330910e-01,5.5115669e-02,9.1817330e-03,8.8846851e-03,0.0000000e+00,4.9852564e-02,4.7837979e-03,5.8588207e-02,0.0000000e+00,0.0000000e+00,1.1408888e-01,1.8460014e-04,2.1998846e-02,3.6007233e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.9388,2.9545263786076e+01,2.9597,-4.7774026696061e+02,-3.7628413819873e+02,7.0792400489743e+01,9.9825284995663e+00,3.5928481177158e+01,-1.6212101761390e+03,-1.2525700425039e+03, 2.5722369161295e+02, 3.6955526023491e+01, 1.3850109235722e+02, 2.1007604092698e-03,-1.7650749370194e-04, 5.6845636777960e-05, 4.7762138087208e-06, 1.7634495457732e-03,-1.6493134933948e-04, 6.5378330465832e-05, 6.1146837385497e-06
118,1160.00,0.001,-6.765,7.0637486400553e+01,2.6188,52.1421,2.4696,15.5322,2.8323,0.0000,5.1134,0.1689,6.4739,0.0000,0.0000,9.5732,3.2001,1.8574,0.6371,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1434699091784e+03,-8.7628590430520e+02,1.8643129112320e+02,2.6972997523924e+01,1.0257261118006e+02,4.4330910e-01,5.5115669e-02,9.1817330e-03,8.8846851e-03,0.0000000e+00,4.9852564e-02,4.7837979e-03,5.8588207e-02,0.0000000e+00,0.0000000e+00,1.1408888e-01,1.8460014e-04,2.1998846e-02,3.6007233e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.9388,2.9545263786076e+01,2.9597,-4.7774026696061e+02,-3.7628413819873e+02,7.0792400489743e+01,9.9825284995663e+00,3.5928481177158e+01,-1.6212101761390e+03,-1.2525700425039e+03, 2.5722369161295e+02, 3.6955526023491e+01, 1.3850109235722e+02, 2.1007604092698e-03,-1.7650749370194e-04, 5.6845636777960e-05, 4.7762138087208e-06, 1.7634495457732e-03,-1.6493134933948e-04, 6.5378330465832e-05, 6.1146837385497e-06
119,1159.00,0.001,-6.777,6.9310678467531e+01,2.6156,52.3109,2.4839,15.5363,2.7955,0.0000,5.0322,0.1706,6.3997,0.0000,0.0000,9.5083,3.2224,1.8908,0.6493,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1225669823932e+03,-8.6065742332564e+02,1.8287858050310e+02,2.6498787357028e+01,1.0057032291733e+02,4.4481794e-01,5.6009038e-02,9.1027146e-03,8.8801264e-03,0.0000000e+00,4.9755644e-02,4.8651362e-03,5.8340733e-02,0.0000000e+00,0.0000000e+00,1.1340548e-01,1.8337851e-04,2.1984070e-02,3.6981989e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.9692,3.0878076566499e+01,2.9644,-4.9848284968025e+02,-3.9262996964097e+02,7.3911866801153e+01,1.0416272475070e+01,3.7494150390448e+01,-1.6210498320734e+03,-1.2532873929666e+03, 2.5679044730426e+02, 3.6915059832098e+01, 1.3806447330778e+02, 2.0788858589777e-03,-1.7460348928180e-04, 5.6315386415007e-05, 4.7298714962391e-06, 1.7261871810357e-03,-1.6253418481659e-04, 6.5142119817718e-05, 6.1336461411122e-06
120,1158.00,0.001,-6.789,6.8020033152089e+01,2.6125,52.4772,2.4978,15.5395,2.7593,0.0000,4.9526,0.1723,6.3268,0.0000,0.0000,9.4446,3.2438,1.9244,0.6616,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1022106642583e+03,-8.4543127621561e+02,1.7942171543351e+02,2.6036646911350e+01,9.8624299446229e+01,4.4630873e-01,5.6894828e-02,9.0245981e-03,8.8748897e-03,0.0000000e+00,4.9655443e-02,4.9464098e-03,5.8094676e-02,0.0000000e+00,0.0000000e+00,1.1273007e-01,1.8214199e-04,2.1972565e-02,3.7971356e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,2.9994,3.2174405892196e+01,2.9684,-5.1867407774062e+02,-4.0855381836008e+02,7.6945295308348e+01,1.0839034645412e+01,3.9017483764651e+01,-1.6208847419989e+03,-1.2539850945757e+03, 2.5636701074186e+02, 3.6875681556762e+01, 1.3764178321088e+02, 2.0576717044964e-03,-1.7273800421912e-04, 5.5800235212712e-05, 4.6843338733477e-06, 1.6900352889143e-03,-1.6018482927616e-04, 6.4909867029675e-05, 6.1522833497554e-06
121,1157.00,0.001,-6.800,6.6764135351526e+01,2.6094,52.6410,2.5114,15.5417,2.7237,0.0000,4.8746,0.1740,6.2553,0.0000,0.0000,9.3819,3.2641,1.9583,0.6740,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0823802186150e+03,-8.3059232248754e+02,1.7605698432152e+02,2.5586119897414e+01,9.6732313719044e+01,4.4778206e-01,5.7772804e-02,8.9473740e-03,8.8690254e-03,0.0000000e+00,4.9552130e-02,5.0275921e-03,5.7850005e-02,0.0000000e+00,0.0000000e+00,1.1206242e-01,1.8089059e-04,2.1964176e-02,3.8975332e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.0292,3.3435684131178e+01,2.9717,-5.3833495667438e+02,-4.2407166576881e+02,7.9896018533416e+01,1.1251223241155e+01,4.0500119990754e+01,-1.6207151752893e+03,-1.2546639882564e+03, 2.5595300285494e+02, 3.6837343138570e+01, 1.3723243370980e+02, 2.0370914919531e-03,-1.7090977691851e-04, 5.5299631254357e-05, 4.6395793604226e-06, 1.6549483579491e-03,-1.5788174025153e-04, 6.4681489986933e-05, 6.1706011261005e-06
122,1156.00,0.001,-6.812,6.5541641361228e+01,2.6064,52.8022,2.5246,15.5431,2.6886,0.0000,4.7982,0.1756,6.1851,0.0000,0.0000,9.3203,3.2833,1.9924,0.6866,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0630559496244e+03,-8.1612617979754e+02,1.7278086262946e+02,2.5146773075047e+01,9.4892251117534e+01,4.4923852e-01,5.8642759e-02,8.8710335e-03,8.8625804e-03,0.0000000e+00,4.9445861e-02,5.1086570e-03,5.7606689e-02,0.0000000e+00,0.0000000e+00,1.1140231e-01,1.7962438e-04,2.1958749e-02,3.9993919e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.0588,3.4663271252988e+01,2.9746,-5.5748543587371e+02,-4.3919869165090e+02,8.2767200239868e+01,1.1653226156310e+01,4.1943615175591e+01,-1.6205413854981e+03,-1.2553248714484e+03, 2.5554806286933e+02, 3.6799999231357e+01, 1.3683586629313e+02, 2.0171200702768e-03,-1.6911760956133e-04, 5.4813046532840e-05, 4.5955873123287e-06, 1.6208832126250e-03,-1.5562345330913e-04, 6.4456906967256e-05, 6.1886053071183e-06
123,1155.00,0.001,-6.824,6.4351275948332e+01,2.6034,52.9609,2.5375,15.5436,2.6540,0.0000,4.7232,0.1772,6.1161,0.0000,0.0000,9.2599,3.3014,2.0268,0.6993,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0442191588521e+03,-8.0201919299291e+02,1.6959000515292e+02,2.4718195325529e+01,9.3102104710657e+01,4.5067865e-01,5.9504508e-02,8.7955684e-03,8.8555990e-03,0.0000000e+00,4.9336781e-02,5.1895789e-03,5.7364698e-02,0.0000000e+00,0.0000000e+00,1.1074951e-01,1.7834343e-04,2.1956139e-02,4.1027117e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.0880,3.5858457807153e+01,2.9769,-5.7614445233380e+02,-4.5394930705251e+02,8.5561842440422e+01,1.2045411736532e+01,4.3349446236532e+01,-1.6203636111859e+03,-1.2559685000454e+03, 2.5515184759334e+02, 3.6763607062061e+01, 1.3645155094719e+02, 1.9977335366108e-03,-1.6736036593713e-04, 5.4339976304239e-05, 4.5523380133676e-06, 1.5877989111582e-03,-1.5340857946463e-04, 6.4236037066926e-05, 6.2063017726132e-06
124,1154.00,0.001,-6.836,6.3191829331408e+01,2.6005,53.1172,2.5502,15.5433,2.6200,0.0000,4.6497,0.1788,6.0484,0.0000,0.0000,9.2005,3.3185,2.0613,0.7121,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0258521011275e+03,-7.8825840222584e+02,1.6648123806304e+02,2.4299996690628e+01,9.1359970396793e+01,4.5210295e-01,6.0357891e-02,8.7209712e-03,8.8481225e-03,0.0000000e+00,4.9225026e-02,5.2703329e-03,5.7124008e-02,0.0000000e+00,0.0000000e+00,1.1010382e-01,1.7704787e-04,2.1956199e-02,4.2074929e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.1170,3.7022467995227e+01,2.9789,-5.9432997561478e+02,-4.6833718813724e+02,8.8282792612924e+01,1.2428129603347e+01,4.4719014401314e+01,-1.6201820767423e+03,-1.2565955903631e+03, 2.5476403067597e+02, 3.6728126293975e+01, 1.3607898479811e+02, 1.9789091800972e-03,-1.6563696908854e-04, 5.3879938340928e-05, 4.5098126640811e-06, 1.5556566412273e-03,-1.5123580235172e-04, 6.4018800538654e-05, 6.2236964176232e-06
125,1153.00,0.001,-6.848,6.2062154117627e+01,2.5976,53.2709,2.5626,15.5422,2.5865,0.0000,4.5776,0.1804,5.9819,0.0000,0.0000,9.1422,3.3345,2.0962,0.7251,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0079379398772e+03,-7.7483151063877e+02,1.6345155084560e+02,2.3891807394878e+01,8.9664042006344e+01,4.5351191e-01,6.1202770e-02,8.6472349e-03,8.8401895e-03,0.0000000e+00,4.9110722e-02,5.3508946e-03,5.6884593e-02,0.0000000e+00,0.0000000e+00,1.0946503e-01,1.7573782e-04,2.1958790e-02,4.3137354e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.1457,3.8156462784374e+01,2.9806,-6.1205905331554e+02,-4.8237531046947e+02,9.0932751005201e+01,1.2801711498821e+01,4.6053648754821e+01,-1.6199969931928e+03,-1.2572068211082e+03, 2.5438430185080e+02, 3.6693518893699e+01, 1.3571769076117e+02, 1.9606254250487e-03,-1.6394639882546e-04, 5.3432472113907e-05, 4.4679933614548e-06, 1.5244196152872e-03,-1.4910387521516e-04, 6.3805119055746e-05, 6.2407951290919e-06
126,1152.00,0.001,-6.860,6.0961162239822e+01,2.5948,53.4222,2.5747,15.5404,2.5535,0.0000,4.5069,0.1819,5.9166,0.0000,0.0000,9.0850,3.3495,2.1312,0.7382,0.0000,0.0000,0.0000,0.0000,0.0000,-9.9046070251027e+02,-7.6172685204579e+02,1.6049808824649e+02,2.3493276864817e+01,8.8012606427124e+01,4.5490601e-01,6.2039024e-02,8.5743527e-03,8.8318359e-03,0.0000000e+00,4.8993989e-02,5.4312402e-03,5.6646431e-02,0.0000000e+00,0.0000000e+00,1.0883296e-01,1.7441348e-04,2.1963777e-02,4.4214393e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.1741,3.9261543019568e+01,2.9819,-6.2934785647069e+02,-4.9607598327809e+02,9.3514277930468e+01,1.3166472137630e+01,4.7354609784607e+01,-1.6198085589810e+03,-1.2578028353239e+03, 2.5401236617695e+02, 3.6659749002447e+01, 1.3536721621173e+02, 1.9428617743235e-03,-1.6228768915739e-04, 5.2997137928952e-05, 4.4268630739005e-06, 1.4940529667844e-03,-1.4701161779005e-04, 6.3594915914937e-05, 6.2576037662166e-06
127,1151.00,0.001,-6.872,5.9887821928052e+01,2.5921,53.5710,2.5865,15.5380,2.5209,0.0000,4.4376,0.1834,5.8524,0.0000,0.0000,9.0290,3.3634,2.1665,0.7514,0.0000,0.0000,0.0000,0.0000,0.0000,-9.7340523633739e+02,-7.4893335896231e+02,1.5761814231301e+02,2.3104072756540e+01,8.6404038803024e+01,4.5628567e-01,6.2866555e-02,8.5023187e-03,8.8230950e-03,0.0000000e+00,4.8874938e-02,5.5113460e-03,5.6409499e-02,0.0000000e+00,0.0000000e+00,1.0820741e-01,1.7307503e-04,2.1971027e-02,4.5306043e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2022,4.0338752499512e+01,2.9830,-6.4621172438597e+02,-5.0945088333015e+02,9.6029800973082e+01,1.3522710055647e+01,4.8623092885740e+01,-1.6196169607234e+03,-1.2583842422925e+03, 2.5364794328610e+02, 3.6626782812187e+01, 1.3502713168876e+02, 1.9255987535532e-03,-1.6065992568616e-04, 5.2573516036807e-05, 4.3864056122533e-06, 1.4645236483167e-03,-1.4495791312175e-04, 6.3388116188395e-05, 6.2741281439530e-06
128,1150.00,0.001,-6.885,5.8841154738763e+01,2.5894,53.7174,2.5981,15.5349,2.4889,0.0000,4.3695,0.1849,5.7894,0.0000,0.0000,8.9739,3.3762,2.2020,0.7648,0.0000,0.0000,0.0000,0.0000,0.0000,-9.5675716533641e+02,-7.3644053121250e+02,1.5480914459046e+02,2.2723879999075e+01,8.4836797839294e+01,4.5765133e-01,6.3685280e-02,8.4311267e-03,8.8139977e-03,0.0000000e+00,4.8753673e-02,5.5911893e-03,5.6173779e-02,0.0000000e+00,0.0000000e+00,1.0758821e-01,1.7172271e-04,2.1980413e-02,4.6412300e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2300,4.1389080992934e+01,2.9839,-6.6266520859496e+02,-5.2251108817265e+02,9.8481622051301e+01,1.3870708447751e+01,4.9860231798792e+01,-1.6194223739314e+03,-1.2589516193852e+03, 2.5329076664176e+02, 3.6594588446826e+01, 1.3469702963809e+02, 1.9088178566632e-03,-1.5906224298760e-04, 5.2161205732284e-05, 4.3466055976754e-06, 1.4358003324305e-03,-1.4294170436293e-04, 6.3184646833590e-05, 6.2903740192583e-06
129,1150.00,0.001,-6.885,5.8841154738763e+01,2.5894,53.7174,2.5981,15.5349,2.4889,0.0000,4.3695,0.1849,5.7894,0.0000,0.0000,8.9739,3.3762,2.2020,0.7648,0.0000,0.0000,0.0000,0.0000,0.0000,-9.5675716533640e+02,-7.3644053121250e+02,1.5480914459046e+02,2.2723879999075e+01,8.4836797839294e+01,4.5765133e-01,6.3685280e-02,8.4311267e-03,8.8139977e-03,0.0000000e+00,4.8753673e-02,5.5911893e-03,5.6173779e-02,0.0000000e+00,0.0000000e+00,1.0758821e-01,1.7172271e-04,2.1980413e-02,4.6412300e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2300,4.1389080992934e+01,2.9839,-6.6266520859496e+02,-5.2251108817265e+02,9.8481622051301e+01,1.3870708447751e+01,4.9860231798792e+01,-1.6194223739314e+03,-1.2589516193851e+03, 2.5329076664176e+02, 3.6594588446826e+01, 1.3469702963809e+02, 1.9088178566632e-03,-1.5906224298760e-04, 5.2161205732284e-05, 4.3466055976754e-06, 1.4358003324304e-03,-1.4294170436293e-04, 6.3184646833590e-05, 6.2903740192583e-06
130,1149.00,0.001,-6.897,5.7820232664270e+01,2.5868,53.8613,2.6095,15.5312,2.4573,0.0000,4.3028,0.1863,5.7275,0.0000,0.0000,8.9200,3.3880,2.2377,0.7783,0.0000,0.0000,0.0000,0.0000,0.0000,-9.4050284808709e+02,-7.2423840535485e+02,1.5206865853267e+02,2.2352399861317e+01,8.3309421247081e+01,4.5900337e-01,6.4495131e-02,8.3607713e-03,8.8045725e-03,0.0000000e+00,4.8630292e-02,5.6707473e-03,5.5939252e-02,0.0000000e+00,0.0000000e+00,1.0697519e-01,1.7035676e-04,2.1991808e-02,4.7533155e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2576,4.2413467172400e+01,2.9846,-6.7872211561210e+02,-5.3526710849116e+02,1.0087192428431e+02,1.4210735987405e+01,5.1067101954857e+01,-1.6192249636992e+03,-1.2595055138460e+03, 2.5294058281698e+02, 3.6563135848722e+01, 1.3437652320194e+02, 1.8925014930857e-03,-1.5749382201395e-04, 5.1759824455863e-05, 4.3074484274425e-06, 1.4078533156969e-03,-1.4096199158871e-04, 6.2984436768838e-05, 6.3063470796555e-06
131,1148.00,0.001,-6.909,5.6824175333248e+01,2.5842,54.0029,2.6207,15.5270,2.4262,0.0000,4.2373,0.1878,5.6667,0.0000,0.0000,8.8672,3.3987,2.2737,0.7919,0.0000,0.0000,0.0000,0.0000,0.0000,-9.2462933701842e+02,-7.1231752503152e+02,1.4939437215417e+02,2.1989349046060e+01,8.1820521342019e+01,4.6034218e-01,6.5296057e-02,8.2912471e-03,8.7948457e-03,0.0000000e+00,4.8504888e-02,5.7499979e-03,5.5705899e-02,0.0000000e+00,0.0000000e+00,1.0636819e-01,1.6897746e-04,2.2005092e-02,4.8668598e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2849,4.3412801454924e+01,2.9851,-6.9439554833796e+02,-5.4772891947489e+02,1.0320277863918e+02,1.4543047624400e+01,5.2244723715547e+01,-1.6190248853564e+03,-1.2600464445064e+03, 2.5259715079335e+02, 3.6532396670460e+01, 1.3406524505757e+02, 1.8766329368609e-03,-1.5595388753214e-04, 5.1369006906091e-05, 4.2689202391763e-06, 1.3806544263579e-03,-1.3901782864966e-04, 6.2787416920162e-05, 6.3220529338302e-06
132,1147.00,0.001,-6.921,5.5852147314188e+01,2.5816,54.1420,2.6317,15.5223,2.3955,0.0000,4.1730,0.1892,5.6070,0.0000,0.0000,8.8154,3.4084,2.3099,0.8057,0.0000,0.0000,0.0000,0.0000,0.0000,-9.0912433913980e+02,-7.0066891237066e+02,1.4678409095457e+02,2.1634458815354e+01,8.0368780813431e+01,4.6166812e-01,6.6088022e-02,8.2225489e-03,8.7848416e-03,0.0000000e+00,4.8377548e-02,5.8289196e-03,5.5473706e-02,0.0000000e+00,0.0000000e+00,1.0576704e-01,1.6758511e-04,2.2020147e-02,4.9818614e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.3119,4.4387928737346e+01,2.9855,-7.0969794594496e+02,-5.5990599105384e+02,1.0547615032998e+02,1.4867885356594e+01,5.3394065494158e+01,-1.6188222850848e+03,-1.2605749034245e+03, 2.5226024128455e+02, 3.6502344171948e+01, 1.3376284630759e+02, 1.8611962778226e-03,-1.5444170561775e-04, 5.0988404170845e-05, 4.2310078741856e-06, 1.3541769358475e-03,-1.3710832008818e-04, 6.2593520244952e-05, 6.3374971039660e-06
133,1146.00,0.001,-6.933,5.4903355529076e+01,2.5791,54.2788,2.6425,15.5170,2.3652,0.0000,4.1099,0.1905,5.5483,0.0000,0.0000,8.7647,3.4171,2.3463,0.8196,0.0000,0.0000,0.0000,0.0000,0.0000,-8.9397617835949e+02,-6.8928404052076e+02,1.4423573113394e+02,2.1287474149790e+01,7.8952948673829e+01,4.6298154e-01,6.6871001e-02,8.1546716e-03,8.7745824e-03,0.0000000e+00,4.8248354e-02,5.9074909e-03,5.5242657e-02,0.0000000e+00,0.0000000e+00,1.0517160e-01,1.6618002e-04,2.2036859e-02,5.0983185e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.3387,4.5339651019280e+01,2.9857,-7.2464112214019e+02,-5.7180731692666e+02,1.0769390495264e+02,1.5185478973006e+01,5.4516046749668e+01,-1.6186173004997e+03,-1.2610913574474e+03, 2.5192963608658e+02, 3.6472953122796e+01, 1.3346899542350e+02, 1.8461763749820e-03,-1.5295658121768e-04, 5.0617682883159e-05, 4.1936988404178e-06, 1.3283954743537e-03,-1.3523261813546e-04, 6.2402681736986e-05, 6.3526850195516e-06
134,1145.00,0.001,-6.945,5.3977046779632e+01,2.5767,54.4132,2.6531,15.5114,2.3354,0.0000,4.0480,0.1919,5.4906,0.0000,0.0000,8.7151,3.4247,2.3830,0.8337,0.0000,0.0000,0.0000,0.0000,0.0000,-8.7917375942246e+02,-6.7815480734256e+02,1.4174731310503e+02,2.0948152942673e+01,7.7571836391051e+01,4.6428277e-01,6.7644982e-02,8.0876104e-03,8.7640885e-03,0.0000000e+00,4.8117386e-02,5.9856910e-03,5.5012738e-02,0.0000000e+00,0.0000000e+00,1.0458171e-01,1.6476254e-04,2.2055115e-02,5.2162286e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.3652,4.6268729911329e+01,2.9858,-7.3923630177453e+02,-5.8344144235368e+02,1.0985781435028e+02,1.5496046767103e+01,5.5611540850900e+01,-1.6184100611970e+03,-1.2615962496962e+03, 2.5160512745530e+02, 3.6444199709776e+01, 1.3318337724195e+02, 1.8315588121347e-03,-1.5149785578894e-04, 5.0256524404990e-05, 4.1569812753579e-06, 1.3032859504411e-03,-1.3338991979876e-04, 6.2214838415955e-05, 6.3676220124895e-06
135,1144.00,0.001,-6.957,5.3072505388818e+01,2.5743,54.5453,2.6636,15.5053,2.3060,0.0000,3.9871,0.1932,5.4339,0.0000,0.0000,8.6665,3.4313,2.4198,0.8479,0.0000,0.0000,0.0000,0.0000,0.0000,-8.6470653350706e+02,-6.6727351029070e+02,1.3931695530914e+02,2.0616265230201e+01,7.6224314206025e+01,4.6557211e-01,6.8409964e-02,8.0213604e-03,8.7533785e-03,0.0000000e+00,4.7984715e-02,6.0634994e-03,5.4783936e-02,0.0000000e+00,0.0000000e+00,1.0399725e-01,1.6333303e-04,2.2074808e-02,5.3355891e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.3914,4.7175889025917e+01,2.9859,-7.5349415575910e+02,-5.9481649068289e+02,1.1196956220316e+02,1.5799796219074e+01,5.6681377807682e+01,-1.6182006892662e+03,-1.2620900009736e+03, 2.5128651751231e+02, 3.6416061449275e+01, 1.3290569201371e+02, 1.8173298557211e-03,-1.5006490502104e-04, 4.9904624042129e-05, 4.1208439092204e-06, 1.2788254747631e-03,-1.3157946404906e-04, 6.2029929305030e-05, 6.3823133132913e-06
136,1143.00,0.001,-6.969,5.2189050958623e+01,2.5720,54.6751,2.6739,15.4989,2.2770,0.0000,3.9274,0.1945,5.3782,0.0000,0.0000,8.6189,3.4369,2.4570,0.8622,0.0000,0.0000,0.0000,0.0000,0.0000,-8.5056446549992e+02,-6.5663282250268e+02,1.3694286833827e+02,2.0291592458298e+01,7.4909307636535e+01,4.6684987e-01,6.9165957e-02,7.9559168e-03,8.7424692e-03,0.0000000e+00,4.7850413e-02,6.1408963e-03,5.4556237e-02,0.0000000e+00,0.0000000e+00,1.0341806e-01,1.6189186e-04,2.2095832e-02,5.4563965e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.4174,4.8061816249817e+01,2.9858,-7.6742483427140e+02,-6.0594018859219e+02,1.1403074934096e+02,1.6096924646280e+01,5.7726346867735e+01,-1.6179892997713e+03,-1.2625730110949e+03, 2.5097361767923e+02, 3.6388517104578e+01, 1.3263565450427e+02, 1.8034764149257e-03,-1.4865713664913e-04, 4.9561690292095e-05, 4.0852760287509e-06, 1.2549922878289e-03,-1.2980052911856e-04, 6.1847895398454e-05, 6.3967640482290e-06
137,1142.00,0.001,-6.982,5.1326036241607e+01,2.5697,54.8025,2.6841,15.4921,2.2484,0.0000,3.8688,0.1958,5.3234,0.0000,0.0000,8.5724,3.4415,2.4943,0.8767,0.0000,0.0000,0.0000,0.0000,0.0000,-8.3673800290977e+02,-6.4622577006794e+02,1.3462334935649e+02,1.9973926785361e+01,7.3625794162342e+01,4.6811634e-01,6.9912979e-02,7.8912749e-03,8.7313761e-03,0.0000000e+00,4.7714547e-02,6.2178619e-03,5.4329630e-02,0.0000000e+00,0.0000000e+00,1.0284403e-01,1.6043944e-04,2.2118084e-02,5.5786471e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.4431,4.8927165901003e+01,2.9856,-7.8103799829161e+02,-6.1681989007770e+02,1.1604289878381e+02,1.6387619822395e+01,5.8747198982260e+01,-1.6177760012014e+03,-1.2630456601456e+03, 2.5066624814029e+02, 3.6361546607756e+01, 1.3237299314460e+02, 1.7899860039629e-03,-1.4727398835763e-04, 4.9227444125854e-05, 4.0502674417654e-06, 1.2317656917138e-03,-1.2805242990816e-04, 6.1668679621705e-05, 6.4109792372928e-06
138,1141.00,0.001,-6.994,5.0482845125006e+01,2.5674,54.9277,2.6942,15.4850,2.2202,0.0000,3.8112,0.1970,5.2695,0.0000,0.0000,8.5269,3.4451,2.5318,0.8914,0.0000,0.0000,0.0000,0.0000,0.0000,-8.2321804640822e+02,-6.3604571047147e+02,1.3235677681769e+02,1.9663070420810e+01,7.2372800088942e+01,4.6937179e-01,7.0651058e-02,7.8274299e-03,8.7201130e-03,0.0000000e+00,4.7577181e-02,6.2943773e-03,5.4104106e-02,0.0000000e+00,0.0000000e+00,1.0227503e-01,1.5897618e-04,2.2141466e-02,5.7023363e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.4685,4.9772560771077e+01,2.9854,-7.9434284948279e+02,-6.2746259919564e+02,1.1800746051490e+02,1.6672060565179e+01,5.9744649141451e+01,-1.6175608958910e+03,-1.2635083096671e+03, 2.5036423733260e+02, 3.6335130985989e+01, 1.3211744923039e+02, 1.7768467064987e-03,-1.4591492577808e-04, 4.8901618303890e-05, 4.0158084426430e-06, 1.2091259856184e-03,-1.2633451550987e-04, 6.1492226785637e-05, 6.4249637928452e-06
